,,,,
File Name,Folder,Subfolder,Text Content,Type
10-Q_2023-05-02_Risk_Factors.txt,wells_fargo_&_company,2023," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-Q_2023-08-01_Risk_Factors.txt,wells_fargo_&_company,2023," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-Q_2023-10-31_Risk_Factors.txt,wells_fargo_&_company,2023," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-K_2024-02-20_Management_Discussion_&_Analysis_(MD&A).txt,wells_fargo_&_company,2024," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS ##TABLE_END

Information in response to this Item 7 can be found in the 2023 Annual Report to Shareholders under &#8220;Financial Review.&#8221; That information is incorporated into this item by reference. 

##TABLE_START ",MD&A
10-K_2024-02-20_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,wells_fargo_&_company,2024," ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK ##TABLE_END

Information in response to this Item 7A can be found in the 2023 Annual Report to Shareholders under &#8220;Financial Review &#8211; Risk Management &#8211; Asset/Liability Management.&#8221; That information is incorporated into this item by reference. 

##TABLE_START ",Q&Q
10-K_2024-02-20_Risk_Factors.txt,wells_fargo_&_company,2024," ITEM 1A. RISK FACTORS ##TABLE_END

Information in response to this Item 1A can be found in this report under Item 1 and in the 2023 Annual Report to Shareholders under &#8220;Financial Review &#8211; Risk Factors.&#8221; That information is incorporated into this item by reference. 

##TABLE_START ",Risk
10-Q_2024-05-02_Risk_Factors.txt,wells_fargo_&_company,2024," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-Q_2024-08-01_Risk_Factors.txt,wells_fargo_&_company,2024," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-Q_2024-10-31_Risk_Factors.txt,wells_fargo_&_company,2024," Item 1A. Risk Factors 

&#160; 

Information in response to this item can be found under the &#8220;Financial Review &#8211; Risk Factors&#8221; section in this Report which information is incorporated by reference into this item. 

",Risk
10-K_2020-02-27_Management_Discussion_&_Analysis_(MD&A).txt,"bank_of_new_york_mellon_corporation,_the",2020," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS 

The information required by this Item is set forth in the MD&#38;A and Notes 3, 6, 12, 14, 19, 22 and 23 of the Notes to Consolidated Financial Statements in the Annual Report, which portions are incorporated herein by reference. 

",MD&A
10-K_2021-02-25_Management_Discussion_&_Analysis_(MD&A).txt,"bank_of_new_york_mellon_corporation,_the",2021," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS 

The information required by this Item is set forth in the MD&#38;A and Notes 3, 6, 12, 14, 19, 22 and 23 of the Notes to Consolidated Financial Statements in the Annual Report, which portions are incorporated herein by reference. 

",MD&A
10-K_2022-02-25_Management_Discussion_&_Analysis_(MD&A).txt,"bank_of_new_york_mellon_corporation,_the",2022," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS 

The information required by this Item is set forth in the MD&#38;A and Notes 3, 6, 12, 14, 19, 22 and 23 of the Notes to Consolidated Financial Statements in the Annual Report, which portions are incorporated herein by reference. 

",MD&A
10-K_2023-02-27_Management_Discussion_&_Analysis_(MD&A).txt,"bank_of_new_york_mellon_corporation,_the",2023," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS 

The information required by this Item is set forth in the MD&#38;A and Notes 3, 6, 12, 14, 19, 22 and 23 of the Notes to Consolidated Financial Statements in the Annual Report, which portions are incorporated herein by reference. 

",MD&A
10-K_2024-02-28_Management_Discussion_&_Analysis_(MD&A).txt,"bank_of_new_york_mellon_corporation,_the",2024," ITEM 7. MANAGEMENT&#8217;S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS 

The information required by this Item is set forth in the MD&#38;A and Notes 3, 6, 12, 14, 19, 22 and 23 of the Notes to Consolidated Financial Statements in the Annual Report, which portions are incorporated herein by reference. 

",MD&A
10-K_2020-02-26_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"charles_schwab_corporation,_the",2020," Item 7A. Quantitative and Qualitative Disclosures About Market Risk 

For a discussion of the quantitative and qualitative disclosures about market risk, see Risk Management in Part II, Item 7. 

&#3839; 

- 55 - 

THE CHARLES SCHWAB CORPORATION 

##TABLE_START ",Q&Q
10-K_2021-02-24_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"charles_schwab_corporation,_the",2021," Item 7A. Quantitative and Qualitative Disclosures About Market Risk 

For a discussion of the quantitative and qualitative disclosures about market risk, see Risk Management in Part II, Item 7. 

- 63 - 

THE CHARLES SCHWAB CORPORATION 

",Q&Q
10-K_2022-02-24_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"charles_schwab_corporation,_the",2022," Item 7A. Quantitative and Qualitative Disclosures About Market Risk 

For a discussion of the quantitative and qualitative disclosures about market risk, see Risk Management in Part II, Item 7. 

- 59 - 

",Q&Q
10-K_2023-02-24_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"charles_schwab_corporation,_the",2023," Item 7A. Quantitative and Qualitative Disclosures About Market Risk 

For a discussion of the quantitative and qualitative disclosures about market risk, see Risk Management in Part II, Item 7. 

- 62 - 

",Q&Q
10-K_2024-02-23_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"charles_schwab_corporation,_the",2024," Item 7A. Quantitative and Qualitative Disclosures About Market Risk 

For a discussion of the quantitative and qualitative disclosures about market risk, see Risk Management in Part II &#8211; Item 7. 

- 64 - 

THE CHARLES SCHWAB CORPORATION 

",Q&Q
10-K_2023-02-17_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"citizens_financial_group,_inc",2023," ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK 

Quantitative and qualitative disclosures about market risk are presented in the &#8220;Market Risk&#8221; section of Part II, Item 7 and is incorporated herein by reference. 

##TABLE_START Citizens Financial Group, Inc. | 78 

##TABLE_END

",Q&Q
10-K_2024-02-16_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"citizens_financial_group,_inc",2024," ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK 

Quantitative and qualitative disclosures about market risk are presented in the &#8220;Market Risk&#8221; section of Part II, Item 7 and is incorporated herein by reference. 

##TABLE_START Citizens Financial Group, Inc. | 77 

##TABLE_END

",Q&Q
10-K_2020-02-11_Management_Discussion_&_Analysis_(MD&A).txt,comerica_incorporated,2020," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Reference is made to the sections entitled &#8220;2019 Overview and 2020 Outlook,&#8221; &#8220;Results of Operations,"" ""Strategic Lines of Business,"" ""Balance Sheet and Capital Funds Analysis,"" ""Risk Management,"" ""Critical Accounting Policies,"" ""Supplemental Financial Data"" and ""Forward-Looking Statements"" on pages F-4 through F-39 of the Financial Section of this report. 

",MD&A
10-K_2020-02-11_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,comerica_incorporated,2020," Item 7A. Quantitative and Qualitative Disclosures About Market Risk. 

Reference is made to the subheadings entitled &#8220;Market and Liquidity Risk,&#8221; &#8220;Operational Risk,&#8221; ""Technology Risk,"" &#8220;Compliance Risk&#8221; and &#8220;Strategic Risk&#8221; on pages F-28 through F-33 of the Financial Section of this report. 

",Q&Q
10-K_2021-02-09_Management_Discussion_&_Analysis_(MD&A).txt,comerica_incorporated,2021," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Reference is made to the sections entitled &#8220;2020 Overview,&#8221; &#8220;Results of Operations,"" ""First Quarter 2021 Outlook,"" ""Strategic Lines of Business and Markets,"" ""Balance Sheet and Capital Funds Analysis,"" ""Risk Management,"" ""Critical Accounting Policies,"" ""Supplemental Financial Data"" and ""Forward-Looking Statements"" on pages F-4 through F-46 of the Financial Section of this report. 

",MD&A
10-K_2021-02-09_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,comerica_incorporated,2021," Item 7A. Quantitative and Qualitative Disclosures About Market Risk. 

Reference is made to the subheadings entitled &#8220;Market and Liquidity Risk,&#8221; &#8220;Operational Risk,&#8221; ""Technology Risk,"" &#8220;Compliance Risk&#8221; and &#8220;Strategic Risk&#8221; on pages F-33 through F-38 of the Financial Section of this report. 

",Q&Q
10-K_2022-02-16_Management_Discussion_&_Analysis_(MD&A).txt,comerica_incorporated,2022," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Reference is made to the sections entitled &#8220;2021 Overview,&#8221; &#8220;Results of Operations,"" ""Strategic Lines of Business,"" ""Balance Sheet and Capital Funds Analysis,"" ""Risk Management,"" ""Critical Accounting Estimates,"" ""Supplemental Financial Data"" and ""Forward-Looking Statements"" on pages F-3 through F-40 of the Financial Section of this report. 

",MD&A
10-K_2022-02-16_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,comerica_incorporated,2022," Item 7A. Quantitative and Qualitative Disclosures About Market Risk. 

Reference is made to the subheadings entitled &#8220;Market and Liquidity Risk,&#8221; &#8220;Operational Risk,&#8221; ""Technology Risk,"" &#8220;Compliance Risk&#8221; and &#8220;Strategic Risk&#8221; on pages F-27 through F-33 of the Financial Section of this report. 

",Q&Q
10-K_2023-02-14_Management_Discussion_&_Analysis_(MD&A).txt,comerica_incorporated,2023," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Reference is made to the sections entitled &#8220;2022 Overview,&#8221; &#8220;Results of Operations,"" ""Strategic Lines of Business,"" ""Balance Sheet and Capital Funds Analysis,"" ""Risk Management,"" ""Critical Accounting Estimates,"" ""Supplemental Financial Data"" and ""Forward-Looking Statements"" on pages F- 3 through F- 37 of the Financial Section of this report. 

",MD&A
10-K_2023-02-14_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,comerica_incorporated,2023," Item 7A. Quantitative and Qualitative Disclosures About Market Risk. 

Reference is made to the subheadings entitled &#8220;Market and Liquidity Risk,&#8221; &#8220;Operational Risk,&#8221; ""Technology Risk,"" &#8220;Compliance Risk&#8221; and &#8220;Strategic Risk&#8221; on pages F- 24 through F- 30 of the Financial Section of this report. 

",Q&Q
10-K_2024-02-28_Management_Discussion_&_Analysis_(MD&A).txt,comerica_incorporated,2024," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Reference is made to the sections entitled &#8220;2023 Overview,&#8221; &#8220;Results of Operations,"" ""Strategic Lines of Business,"" ""Balance Sheet and Capital Funds Analysis,"" ""Risk Management,"" ""Critical Accounting Estimates,"" ""Supplemental Financial Data"" and ""Forward-Looking Statements"" on pages F- 3 through F- 41 of the Financial Section of this report. 

",MD&A
10-K_2024-02-28_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,comerica_incorporated,2024," Item 7A. Quantitative and Qualitative Disclosures About Market Risk. 

Reference is made to the subheadings entitled &#8220;Market and Liquidity Risk,&#8221; &#8220;Operational Risk,&#8221; ""Technology Risk,"" &#8220;Compliance Risk&#8221; and &#8220;Strategic Risk&#8221; on pages F- 27 through F- 34 of the Financial Section of this report. 

Table of Contents 

",Q&Q
10-K_2020-03-02_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,fifth_third_bancorp,2020," ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK 

This information is set forth in the Market Risk Management section of Item 7 of this Report on pages 93-

98 and is incorporated herein by reference.

",Q&Q
10-K_2021-02-26_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,fifth_third_bancorp,2021," ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK 

This information is set forth in the Interest Rate and Price Risk Management section of Item 7 of this Report on pages 114-119 and is incorporated herein by reference. This information contains certain statements that we believe are forward-looking statements. Refer to page 19 for cautionary information regarding forward-looking statements. 

",Q&Q
10-K_2020-12-17_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,john_deere_capital_corporation,2020," Item 7A. Quantitative and Qualitative Disclosures About Market Risk. 

Financial Instrument Risk Information 

The Company is naturally exposed to various interest rate and foreign currency risks. As a result, the Company enters into derivative transactions to manage certain of these exposures that arise in the normal course of business and not for the purpose of creating speculative positions or trading. The Company manages the relationships of the types and amounts of its funding sources to its Receivable and Lease portfolios in an effort to diminish risk due to interest rate and foreign currency fluctuations, while responding to favorable financing opportunities. Accordingly, from time to time, the Company enters into interest rate swap agreements to manage its interest rate exposure. The Company also has foreign currency exposures at some of its foreign and domestic operations related to financing in currencies other than the functional currencies. The Company has entered into agreements related to the management of these foreign currency transaction risks.

Interest Rate Risk 

Quarterly, the Company uses a combination of cash flow models to assess the sensitivity of its financial instruments with interest rate exposure to changes in market interest rates. The models calculate the effect of adjusting interest rates as follows. Cash flows for Receivables are discounted at the current prevailing rate for each Receivable portfolio. Cash flows for unsecured borrowings are discounted at the applicable benchmark yield curve plus market credit spreads for similarly rated borrowers. Cash flows for securitized borrowings are discounted at the swap yield curve plus a market credit spread for similarly rated borrowers. Cash flows for interest rate swaps are projected and discounted using forward rates from the swap yield curve at the repricing dates. The net loss in these financial instruments&#8217; fair values, which would be caused by increasing the interest rates by 10 percent from the market rates at November 1, 2020 and November 3, 2019, would have been approximately $126.7 million and $87.9 million, respectively.

Foreign Currency Risk 

The Company&#8217;s policy is to hedge the foreign currency risk if the currency of the borrowings does not match the currency of the Receivable portfolio. As a result, a hypothetical 10 percent adverse change in the value of the U.S. dollar relative to all other foreign currencies would not have a material effect on the Company&#8217;s cash flows.

",Q&Q
10-K_2021-12-16_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,john_deere_capital_corporation,2021," Item 7A. Quantitative and Qualitative Disclosures About Market Risk. 

Financial Instrument Market Risk Information 

The Company is naturally exposed to various interest rate and foreign currency risks. As a result, the Company enters into derivative transactions to manage certain of these exposures that arise in the normal course of business and not for the purpose of creating speculative positions or trading. The Company manages the relationships of the types and amounts of its funding sources to its Receivable and Lease portfolios in an effort to diminish risk due to interest rate and foreign currency fluctuations, while responding to favorable financing opportunities. Accordingly, from time to time, the Company enters into interest rate swap agreements to manage its interest rate exposure. The Company also has foreign currency exposures at some of its foreign and domestic operations related to financing in currencies other than the functional currencies. The Company has entered into agreements related to the management of these foreign currency transaction risks.

Interest Rate Risk 

Quarterly, the Company uses a combination of cash flow models to assess the sensitivity of its financial instruments with interest rate exposure to changes in market interest rates. The models calculate the effect of adjusting interest rates as follows. Cash flows for Receivables are discounted at the current prevailing rate for each Receivable portfolio. Cash flows for unsecured borrowings are discounted at the applicable benchmark yield curve plus market credit spreads for similarly rated borrowers. Cash flows for securitized borrowings are discounted at the swap yield curve plus a market credit spread for similarly rated borrowers. Cash flows for interest rate swaps are projected and discounted using forward rates from the swap yield curve at the repricing dates. The net loss in these financial instruments&#8217; fair values, which would be caused by increasing the interest rates by 10 percent from the market rates at October 31, 2021 and November 1, 2020, would have been approximately $101.9 million and $126.7 million, respectively.

Foreign Currency Risk 

The Company&#8217;s policy is to manage foreign currency risk through hedging strategies if the currency of the borrowings does not match the currency of the Receivable portfolio. As a result, a hypothetical 10 percent adverse change in the value of the U.S. dollar relative to all other foreign currencies would not have a material effect on the Company&#8217;s cash flows.

",Q&Q
10-K_2023-12-15_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,john_deere_capital_corporation,2023," Item 7A. Quantitative and Qualitative Disclosures About Market Risk. 

Financial Instrument Market Risk Information 

We are naturally exposed to various interest rate and foreign currency risks. In an effort to mitigate the effects of such risks, we enter into derivative transactions to manage this exposure and not for speculative purposes.

From time to time, we enter into interest rate swap agreements to manage our interest rate exposure. We also have foreign currency exposures at some of our foreign and domestic operations related to financing in currencies other than the functional currencies. We have entered into derivative agreements related to the management of these foreign currency transaction risks.

Interest Rate Risk 

Results of Operations &#8211; Central bank policy rates increased in 2022 and 2023. Rising interest rates have historically impacted our borrowings sooner than the benefit is realized from the Receivable and Lease portfolio. As a result, our financing spread was unfavorably impacted in 2023 compared to 2022. If interest rates continue to rise, we expect to continue experiencing spread compression in 2024.

Fair Value Measurement &#8211; Quarterly, we use a combination of cash flow models to assess the sensitivity of our financial instruments with interest rate exposure to changes in market interest rates. The models calculate the effect of adjusting interest rates as follows:

##TABLE_START &#9679; cash flows for Receivables are discounted at the current prevailing rate for each Receivable portfolio, ##TABLE_END##TABLE_START &#9679; cash flows for unsecured borrowings are discounted at the applicable benchmark yield curve plus market credit spreads for similarly rated borrowers, ##TABLE_END##TABLE_START &#9679; cash flows for securitized borrowings are discounted at the swap yield curve plus a market credit spread for similarly rated borrowers, and ##TABLE_END##TABLE_START &#9679; cash flows for interest rate swaps are projected and discounted using forward rates from the swap yield curve at the repricing dates. ##TABLE_END 

The net loss in these financial instruments&#8217; fair values, which would be caused by increasing the interest rates by 10 percent from the market rates at October 29, 2023 and October 30, 2022, would have been approximately $137 and $115, respectively.

Reference Rate Reform &#8211; We transitioned our financing, funding, and hedging portfolios from the London Interbank Offered Rate (LIBOR) to alternative reference rates. These transition activities did not have a material impact on our financial statements.

Foreign Currency Risk 

Our policy is to manage foreign currency risk through hedging strategies if the currency of the borrowings does not match the currency of the Receivable portfolio. As a result, a hypothetical 10 percent adverse change in the value of the U.S. dollar relative to all other foreign currencies would not have a material effect on our cash flows.

",Q&Q
10-K_2024-12-12_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,john_deere_capital_corporation,2024," ITEM 7A. QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK. 

Financial Instrument Market Risk Information 

We are naturally exposed to various interest rate and foreign currency risks. As a result, we enter into derivative transactions to manage this exposure and not for speculative purposes.

From time to time, we enter into interest rate swap agreements to manage our interest rate exposure. We also have foreign currency exposures at some of our foreign and domestic operations related to financing in currencies other than the functional currencies. We have entered into derivative agreements related to the management of these foreign currency transaction risks.

Interest Rate Risk 

Results of Operations &#8211; Central bank policy rates increased in 2022 and 2023 and have remained elevated. Increased interest rates have historically impacted our borrowings sooner than the benefit is realized from the Receivable and Lease portfolio. As a result, we experienced spread compression in 2023 and 2024.

Fair Value Measurement &#8211; Quarterly, we use a combination of cash flow models to assess the sensitivity of our financial instruments with interest rate exposure to changes in market interest rates. The models calculate the effect of adjusting interest rates as follows:

##TABLE_START &#9679; cash flows for Receivables are discounted at the current prevailing rate for each Receivable portfolio, ##TABLE_END##TABLE_START &#9679; cash flows for unsecured borrowings are discounted at the applicable benchmark yield curve plus market credit spreads for similarly rated borrowers, ##TABLE_END##TABLE_START &#9679; cash flows for securitized borrowings are discounted at the swap yield curve plus a market credit spread for similarly rated borrowers, and ##TABLE_END##TABLE_START &#9679; cash flows for interest rate swaps are projected and discounted using forward rates from the swap yield curve at the repricing dates. ##TABLE_END 

The net loss in these financial instruments&#8217; fair values, which would be caused by increasing the interest rates by 10 percent from the market rates at October 27, 2024 and October 29, 2023, would have been approximately $90 and $137, respectively.

Foreign Currency Risk 

Our policy is to manage foreign currency risk through hedging strategies if the currency of the borrowings does not match the currency of the Receivable portfolio. As a result, a hypothetical 10 percent adverse change in the value of the U.S. dollar relative to all other foreign currencies would not have a material effect on our cash flows.

",Q&Q
10-K_2020-02-25_Management_Discussion_&_Analysis_(MD&A).txt,jpmorgan_chase_&_co,2020," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Management&#8217;s discussion and analysis of financial condition and results of operations, entitled &#8220;Management&#8217;s discussion and analysis,&#8221; appears on pages 42&#8211;141 . Such information should be read in conjunction with the Consolidated Financial Statements and Notes thereto, which appear on pages 147&#8211;286 . 

&#160;

",MD&A
10-Q_2020-05-07_MD&A.txt,jpmorgan_chase_&_co,2020," Item 2. 

Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

&#160; 

&#160; 

Consolidated Financial Highlights 

&#160; 

Introduction 

&#160; 

Executive Overview 

&#160; 

Consolidated Results of Operations 

&#160; 

Consolidated Balance Sheets and Cash Flows Analysis 

&#160; 

Off-Balance Sheet Arrangements 

&#160; 

Explanation and Reconciliation of the Firm&#8217;s Use of Non-GAAP Financial Measures 

&#160; 

Business Segment Results 

&#160; 

Firmwide Risk Management 

&#160; 

Capital Risk Management 

&#160; 

Liquidity Risk Management 

&#160; 

Consumer Credit Portfolio 

&#160; 

Wholesale Credit Portfolio 

&#160; 

Investment Portfolio Risk Management 

&#160; 

Market Risk Management 

&#160; 

Country Risk Management 

&#160; 

Operational Risk Management 

&#160; 

Estimations and Model Risk Management 

&#160; 

Critical Accounting Estimates Used by the Firm 

&#160; 

Accounting and Reporting Developments 

&#160; 

Forward-Looking Statements 

",MD&A
10-Q_2020-08-03_MD&A.txt,jpmorgan_chase_&_co,2020," Item 2. 

Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

&#160; 

&#160; 

Consolidated Financial Highlights 

&#160; 

Introduction 

&#160; 

Executive Overview 

&#160; 

Consolidated Results of Operations 

&#160; 

Consolidated Balance Sheets and Cash Flows Analysis 

&#160; 

Off-Balance Sheet Arrangements 

&#160; 

Explanation and Reconciliation of the Firm&#8217;s Use of Non-GAAP Financial Measures 

&#160; 

Business Segment Results 

&#160; 

Firmwide Risk Management 

&#160; 

Capital Risk Management 

&#160; 

Liquidity Risk Management 

&#160; 

Consumer Credit Portfolio 

&#160; 

Wholesale Credit Portfolio 

&#160; 

Investment Portfolio Risk Management 

&#160; 

Market Risk Management 

&#160; 

Country Risk Management 

&#160; 

Operational Risk Management 

&#160; 

Estimations and Model Risk Management 

&#160; 

Critical Accounting Estimates Used by the Firm 

&#160; 

Accounting and Reporting Developments 

&#160; 

Forward-Looking Statements 

",MD&A
10-Q_2020-11-02_MD&A.txt,jpmorgan_chase_&_co,2020," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Consolidated Financial Highlights 

3 Introduction 

4 Executive Overview 

5 Consolidated Results of Operations 

13 Consolidated Balance Sheets and Cash Flows Analysis 

18 Off-Balance Sheet Arrangements 

21 Explanation and Reconciliation of the Firm&#8217;s Use of Non-GAAP Financial Measures 

22 Business Segment Results 

24 Firmwide Risk Management 

48 Capital Risk Management 

49 Liquidity Risk Management 

55 Consumer Credit Portfolio 

62 Wholesale Credit Portfolio 

67 Investment Portfolio Risk Management 

79 Market Risk Management 

80 Country Risk Management 

85 Operational Risk Management 

86 Estimations and Model Risk Management 

87 Critical Accounting Estimates Used by the Firm 

88 Accounting and Reporting Developments 

91 Forward-Looking Statements 

92 ",MD&A
10-K_2021-02-23_Management_Discussion_&_Analysis_(MD&A).txt,jpmorgan_chase_&_co,2021," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Management&#8217;s discussion and analysis of financial condition and results of operations, entitled &#8220;Management&#8217;s discussion and analysis,&#8221; appears on pages 46-157. Such information should be read in conjunction with the Consolidated Financial Statements and Notes thereto, which appear on pages 162-298. 

",MD&A
10-Q_2021-05-04_MD&A.txt,jpmorgan_chase_&_co,2021," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Consolidated Financial Highlights 

3 Introduction 

4 Executive Overview 

5 Consolidated Results of Operations 

9 Consolidated Balance Sheets and Cash Flows Analysis 

12 Off-Balance Sheet Arrangements 

15 Explanation and Reconciliation of the Firm&#8217;s Use of Non-GAAP Financial Measures 

16 Business Segment Results 

18 Firmwide Risk Management 

35 Capital Risk Management 

36 Liquidity Risk Management 

42 Consumer Credit Portfolio 

48 Wholesale Credit Portfolio 

53 Investment Portfolio Risk Management 

65 Market Risk Management 

66 Country Risk Management 

71 Operational Risk Management 

72 Estimations and Model Risk Management 

73 Critical Accounting Estimates Used by the Firm 

74 Accounting and Reporting Developments 

77 Forward-Looking Statements 

78 ",MD&A
10-Q_2021-08-02_MD&A.txt,jpmorgan_chase_&_co,2021," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Consolidated Financial Highlights 

3 Introduction 

4 Executive Overview 

5 Consolidated Results of Operations 

10 Consolidated Balance Sheets and Cash Flows Analysis 

15 Off-Balance Sheet Arrangements 

18 Explanation and Reconciliation of the Firm&#8217;s Use of Non-GAAP Financial Measures 

19 Business Segment Results 

21 Firmwide Risk Management 

44 Capital Risk Management 

45 Liquidity Risk Management 

51 Consumer Credit Portfolio 

58 Wholesale Credit Portfolio 

63 Investment Portfolio Risk Management 

75 Market Risk Management 

76 Country Risk Management 

81 Operational Risk Management 

82 Estimations and Model Risk Management 

83 Critical Accounting Estimates Used by the Firm 

84 Accounting and Reporting Developments 

87 Forward-Looking Statements 

88 ",MD&A
10-Q_2021-11-02_MD&A.txt,jpmorgan_chase_&_co,2021," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Consolidated Financial Highlights 

3 Introduction 

4 Executive Overview 

5 Consolidated Results of Operations 

10 Consolidated Balance Sheets and Cash Flows Analysis 

16 Off-Balance Sheet Arrangements 

19 Explanation and Reconciliation of the Firm&#8217;s Use of Non-GAAP Financial Measures 

20 Business Segment Results 

22 Firmwide Risk Management 

47 Capital Risk Management 

48 Liquidity Risk Management 

54 Consumer Credit Portfolio 

61 Wholesale Credit Portfolio 

66 Investment Portfolio Risk Management 

77 Market Risk Management 

78 Country Risk Management 

83 Operational Risk Management 

84 Estimations and Model Risk Management 

85 Critical Accounting Estimates Used by the Firm 

86 Accounting and Reporting Developments 

89 Forward-Looking Statements 

90 ",MD&A
10-K_2022-02-22_Management_Discussion_&_Analysis_(MD&A).txt,jpmorgan_chase_&_co,2022," Item 7. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Management&#8217;s discussion and analysis of financial condition and results of operations, entitled &#8220;Management&#8217;s discussion and analysis,&#8221; appears on pages 46&#8211;154. Such information should be read in conjunction with the Consolidated Financial Statements and Notes thereto, which appear on pages 160-298. 

##TABLE_START 35 

##TABLE_END

",MD&A
10-Q_2022-05-03_MD&A.txt,jpmorgan_chase_&_co,2022," Item 2. Management&#8217;s Discussion and Analysis of Financial Condition and Results of Operations. 

Consolidated Financial Highlights 

3 Introduction 

4 Executive Overview 

5 Consolidated Results of Operations 

9 Consolidated Balance Sheets and Cash Flows Analysis 

12 Explanation and Reconciliation of the Firm&#8217;s Use of Non-GAAP Financial Measures 

15 Business Segment Results 

17 Firmwide Risk Management 

34 Capital Risk Management 

35 Liquidity Risk Management 

41 Consumer Credit Portfolio 

49 Wholesale Credit Portfolio 

54 Investment Portfolio Risk Management 

66 Market Risk Management 

67 Country Risk Management 

72 Operational Risk Management 

74 Critical Accounting Estimates Used by the Firm 

75 Accounting and Reporting Developments 

78 Forward-Looking Statements 

79 ",MD&A
